,Duration,Total_Stops,Price,Day,month,Month_num,Week_day,Week_num,Dep_hour,Dep_min,Arr_hour,Arr_min,duration_hour,duration_min,Dep_type,Arr_type,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Trujet,Airline_Vistara,Airline_Vistara Premium economy,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Date_categ_Second Half
16,270,1,5830.0,15,4,4,1,15,8,45,13,15,4,30,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
17,1355,1,10262.0,6,12,12,0,48,14,0,12,35,22,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
18,1380,2,13381.0,6,12,12,0,48,20,15,19,15,23,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
19,1235,1,12898.0,27,5,5,1,21,16,0,12,35,20,35,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
20,310,1,19495.0,3,6,6,1,22,14,10,19,20,5,10,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
21,920,1,6955.0,21,3,3,4,11,22,0,13,20,15,20,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
22,170,0,3943.0,4,3,3,1,9,4,0,6,50,2,50,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23,175,0,4823.0,5,1,1,2,0,18,55,21,50,2,55,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24,800,1,7757.0,5,6,6,6,22,18,55,8,15,13,20,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25,910,2,13292.0,6,9,9,0,35,21,25,12,35,15,10,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
26,345,1,8238.0,6,1,1,3,0,21,50,3,35,5,45,3,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
27,355,1,7682.0,15,5,5,6,19,7,0,12,55,5,55,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
28,170,0,4668.0,18,6,6,5,24,9,45,12,35,2,50,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
29,135,0,3687.0,15,6,6,2,23,7,5,9,20,2,15,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
30,135,0,3687.0,18,6,6,5,24,7,5,9,20,2,15,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
31,805,2,13227.0,5,1,1,2,0,9,50,23,15,13,25,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32,170,0,4423.0,4,6,6,5,22,4,0,6,50,2,50,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,1320,2,10919.0,15,6,6,2,23,14,35,12,35,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
34,330,1,12373.0,18,5,5,2,19,7,5,12,35,5,30,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
35,625,1,5894.0,27,6,6,4,25,10,35,21,0,10,25,2,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
36,315,1,4649.0,21,5,5,5,20,15,5,20,20,5,15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
37,150,0,6245.0,18,5,5,2,19,14,15,16,45,2,30,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
38,375,1,19225.0,3,6,6,1,22,7,0,13,15,6,15,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39,715,1,14924.0,6,3,3,6,9,7,5,19,0,11,55,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
40,665,1,9646.0,21,5,5,5,20,7,5,18,10,11,5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
41,510,1,8714.0,15,3,3,0,10,6,45,15,15,8,30,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42,1325,1,12373.0,18,5,5,2,19,20,55,19,0,22,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
43,165,0,3383.0,5,6,6,6,22,11,10,13,55,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44,720,1,13062.0,21,3,3,4,11,9,0,21,0,12,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
45,170,0,3527.0,24,3,3,3,11,5,45,8,35,2,50,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
46,170,0,3943.0,27,5,5,1,21,4,0,6,50,2,50,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
47,135,0,4667.0,5,3,3,5,9,11,40,13,55,2,15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
48,965,1,6117.0,15,5,5,6,19,19,0,11,5,16,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
49,1195,2,11150.0,27,6,6,4,25,23,5,19,0,19,55,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
50,195,0,7202.0,3,9,9,5,35,11,0,14,15,3,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
51,1520,1,12121.0,5,1,1,2,0,9,35,10,55,25,20,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
52,170,0,4377.0,24,3,3,3,11,22,20,1,10,2,50,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
53,180,0,3943.0,18,6,6,5,24,21,15,0,15,3,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
54,170,0,4483.0,4,3,3,1,9,23,55,2,45,2,50,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
55,975,1,14231.0,24,3,3,3,11,19,45,12,0,16,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
56,905,2,17345.0,3,1,1,4,0,8,50,23,55,15,5,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
57,135,0,7414.0,3,6,6,1,22,7,5,9,20,2,15,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
58,390,1,8073.0,5,6,6,6,22,19,0,1,30,6,30,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
59,1505,1,12395.0,3,6,6,1,22,15,40,16,45,25,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
60,745,1,8366.0,6,6,6,4,22,9,25,21,50,12,25,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
61,1640,1,5117.0,4,3,3,1,9,6,5,9,25,27,20,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
62,615,1,12524.0,6,3,3,6,9,8,45,19,0,10,15,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
63,630,1,7191.0,15,5,5,6,19,15,0,1,30,10,30,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
64,135,0,3687.0,24,5,5,0,20,7,5,9,20,2,15,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
65,625,1,5894.0,24,6,6,1,25,10,35,21,0,10,25,2,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
66,170,0,5403.0,24,4,4,6,16,9,45,12,35,2,50,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
67,90,0,3625.0,5,6,6,6,22,13,55,15,25,1,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
68,800,2,10861.0,21,5,5,5,20,5,55,19,15,13,20,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
69,135,0,6297.0,3,12,12,5,48,13,20,15,35,2,15,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
70,85,0,5678.0,6,1,1,3,0,7,5,8,30,1,25,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
71,1590,1,9134.0,3,9,9,5,35,5,45,8,15,26,30,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
72,440,1,10791.0,24,6,6,1,25,11,40,19,0,7,20,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
73,810,2,12819.0,24,6,6,1,25,23,5,12,35,13,30,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
74,300,1,6893.0,21,3,3,4,11,5,5,10,5,5,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
75,165,0,7240.0,3,9,9,5,35,9,50,12,35,2,45,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
76,170,0,3898.0,4,3,3,1,9,11,40,14,30,2,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
77,90,0,4049.0,4,3,3,1,9,6,25,7,55,1,30,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
78,1145,1,10262.0,15,6,6,2,23,17,30,12,35,19,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
79,135,0,3332.0,21,3,3,4,11,8,20,10,35,2,15,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
80,890,1,10844.0,6,9,9,0,35,21,10,12,0,14,50,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
81,160,0,7229.0,24,3,3,3,11,19,55,22,35,2,40,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
82,1330,1,13941.0,5,6,6,6,22,6,30,4,40,22,10,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
83,575,1,5894.0,27,6,6,4,25,11,25,21,0,9,35,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
84,600,1,10197.0,18,5,5,2,19,9,0,19,0,10,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
85,1280,1,13712.0,3,6,6,1,22,14,5,11,25,21,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
86,325,1,5636.0,24,6,6,1,25,2,0,7,25,5,25,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
87,1125,2,13014.0,6,6,6,4,22,9,40,4,25,18,45,2,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
88,740,1,7064.0,4,1,1,0,0,8,25,20,45,12,20,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
89,1080,1,10703.0,24,5,5,0,20,20,25,14,25,18,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
90,555,1,9646.0,27,5,5,1,21,13,15,22,30,9,15,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
91,665,1,17057.0,3,6,6,1,22,2,15,13,20,11,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
92,1050,1,13817.0,3,12,12,5,48,16,55,10,25,17,30,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
93,800,2,13748.0,3,6,6,1,22,5,55,19,15,13,20,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
94,155,0,4880.0,21,4,4,3,15,20,45,23,20,2,35,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
95,145,0,3540.0,21,6,6,0,24,5,15,7,40,2,25,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
96,160,0,3257.0,15,5,5,6,19,5,55,8,35,2,40,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
97,180,0,6478.0,6,3,3,6,9,19,50,22,50,3,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
98,85,0,8040.0,18,6,6,5,24,7,5,8,30,1,25,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
99,995,2,14300.0,6,12,12,0,48,20,0,12,35,16,35,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
100,740,1,14781.0,15,5,5,6,19,8,25,20,45,12,20,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
101,735,1,14939.0,6,9,9,0,35,20,0,8,15,12,15,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
102,450,1,10262.0,24,6,6,1,25,20,55,4,25,7,30,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
103,1440,1,6528.0,5,12,12,4,48,14,35,14,35,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
104,165,0,6121.0,5,1,1,2,0,6,10,8,55,2,45,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
105,535,2,13029.0,18,5,5,2,19,19,30,4,25,8,55,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
106,430,1,11421.0,27,3,3,6,12,11,40,18,50,7,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
107,870,1,7574.0,27,3,3,6,12,4,45,19,15,14,30,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
108,1820,2,11596.0,5,9,9,4,35,12,55,19,15,30,20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
109,1195,2,15129.0,24,5,5,0,20,23,5,19,0,19,55,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
110,900,1,13555.0,18,3,3,1,11,14,5,5,5,15,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
111,175,0,5780.0,4,12,12,6,48,18,55,21,50,2,55,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
112,765,1,9397.0,5,12,12,4,48,20,20,9,5,12,45,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
113,610,1,17024.0,3,6,6,1,22,18,15,4,25,10,10,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
114,355,1,5281.0,27,6,6,4,25,7,0,12,55,5,55,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
115,925,1,10348.0,18,5,5,2,19,7,5,22,30,15,25,2,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
116,965,1,12677.0,3,6,6,1,22,17,20,9,25,16,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
117,610,1,15147.0,3,3,3,3,8,15,25,1,35,10,10,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
118,160,0,4668.0,6,12,12,0,48,7,0,9,40,2,40,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
119,715,1,15554.0,5,9,9,4,35,7,5,19,0,11,55,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
120,160,0,3971.0,4,9,9,6,35,5,55,8,35,2,40,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
121,85,0,3100.0,5,3,3,5,9,15,0,16,25,1,25,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
122,845,1,9663.0,5,6,6,6,22,20,0,10,5,14,5,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
123,1215,1,27430.0,3,1,1,4,0,23,0,19,15,20,15,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
124,145,0,3540.0,5,12,12,4,48,5,15,7,40,2,25,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
125,1390,2,10676.0,21,5,5,5,20,12,0,11,10,23,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
126,1090,1,13044.0,6,12,12,0,48,14,5,8,15,18,10,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
127,960,1,14388.0,5,6,6,6,22,20,0,12,0,16,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
128,170,0,3943.0,24,6,6,1,25,4,0,6,50,2,50,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
129,140,0,3597.0,6,3,3,6,9,14,45,17,5,2,20,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
130,480,1,5932.0,21,3,3,4,11,11,50,19,50,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
131,1015,1,10262.0,15,6,6,2,23,11,30,4,25,16,55,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
132,190,0,6216.0,5,12,12,4,48,14,40,17,50,3,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
133,165,0,4804.0,15,6,6,2,23,20,25,23,10,2,45,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
134,840,1,14067.0,21,5,5,5,20,11,30,1,30,14,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
135,1430,2,15129.0,18,5,5,2,19,19,10,19,0,23,50,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
136,1300,2,13376.0,6,6,6,4,22,6,45,4,25,21,40,2,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
137,1275,2,10441.0,27,6,6,4,25,22,0,19,15,21,15,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
138,165,0,4030.0,24,5,5,0,20,6,0,8,45,2,45,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
139,650,1,17024.0,3,3,3,3,8,8,0,18,50,10,50,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
140,480,1,13017.0,4,9,9,6,35,17,30,1,30,8,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
141,495,1,6686.0,6,6,6,4,22,23,30,7,45,8,15,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
142,325,1,5636.0,15,6,6,2,23,2,0,7,25,5,25,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
143,515,1,6442.0,6,9,9,0,35,7,35,16,10,8,35,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
144,710,1,9486.0,21,5,5,5,20,13,5,0,55,11,50,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
145,1655,1,10844.0,21,5,5,5,20,20,0,23,35,27,35,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
146,505,2,15318.0,6,3,3,6,9,20,0,4,25,8,25,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
147,1255,1,5117.0,4,3,3,1,9,12,30,9,25,20,55,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
148,290,1,6147.0,24,6,6,1,25,15,10,20,0,4,50,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
149,490,1,7005.0,6,9,9,0,35,12,50,21,0,8,10,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
150,140,0,3873.0,4,3,3,1,9,22,20,0,40,2,20,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
151,1465,2,9270.0,21,3,3,4,11,18,25,18,50,24,25,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
152,170,0,3898.0,27,6,6,4,25,11,40,14,30,2,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
153,740,1,14781.0,5,12,12,4,48,8,25,20,45,12,20,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
154,735,1,8586.0,24,5,5,0,20,20,0,8,15,12,15,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
155,1415,2,10697.0,5,9,9,4,35,8,20,7,55,23,35,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
156,995,2,14300.0,27,6,6,4,25,20,0,12,35,16,35,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
157,170,0,8855.0,3,3,3,3,8,18,55,21,45,2,50,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
158,1545,1,10844.0,5,12,12,4,48,16,30,18,15,25,45,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
159,1570,1,17024.0,3,6,6,1,22,2,15,4,25,26,10,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
160,1730,1,9314.0,5,1,1,2,0,9,35,14,25,28,50,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
161,165,0,4777.0,24,3,3,3,11,0,40,3,25,2,45,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
162,1515,1,7662.0,6,9,9,0,35,12,0,13,15,25,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
163,560,1,6442.0,5,9,9,4,35,6,50,16,10,9,20,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
164,270,1,5264.0,6,12,12,0,48,8,45,13,15,4,30,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
165,925,1,12898.0,27,5,5,1,21,13,0,4,25,15,25,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
166,90,0,6092.0,3,3,3,3,8,13,55,15,25,1,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
167,160,0,3311.0,21,5,5,5,20,5,55,8,35,2,40,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
168,550,1,6540.0,27,3,3,6,12,19,15,4,25,9,10,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
169,165,0,3419.0,27,5,5,1,21,1,30,4,15,2,45,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
170,1355,1,5177.0,4,3,3,1,9,14,0,12,35,22,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
171,185,0,8246.0,18,4,4,4,15,18,5,21,10,3,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
172,690,1,14676.0,6,9,9,0,35,9,35,21,5,11,30,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
